id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.5264e+06,3.46214e+07,4704,1600,3
1,7.5264e+06,4.66637e+07,4704,1600,3
2,7.5264e+06,6.17165e+07,4704,1600,3
3,7.5264e+06,3.46214e+07,4704,1600,3
4,6.02112e+06,7.36512e+07,4704,1280,0
5,6.02112e+06,7.36512e+07,4704,1280,0
6,1.20422e+07,1.0666e+08,4704,2560,3
7,2.99981e+07,8.55859e+07,5208,5760,1
8,2.99981e+07,8.55859e+07,5208,5760,1
9,7.5264e+06,9.46176e+07,4704,1600,3
10,6.02112e+06,4.66637e+07,4704,1280,0
11,6.02112e+06,4.66637e+07,4704,1280,0
