id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.5264e+06,7.82746e+07,4704,1600,3
1,6.02112e+06,8.27904e+07,4704,1280,0
2,1.20422e+07,9.03168e+07,4704,2560,3
3,6.02112e+06,6.77376e+07,4704,1280,0
4,6.02112e+06,7.07482e+07,4704,1280,0
5,6.02112e+06,7.82746e+07,4704,1280,0
6,7.5264e+06,6.32218e+07,4704,1600,3
7,6.02112e+06,7.67693e+07,4704,1280,0
8,6.02112e+06,8.27904e+07,4704,1280,0
9,6.02112e+06,7.67693e+07,4704,1280,0
10,7.5264e+06,8.27904e+07,4704,1600,3
11,6.02112e+06,6.77376e+07,4704,1280,0
12,6.02112e+06,7.67693e+07,4704,1280,0
13,6.02112e+06,7.67693e+07,4704,1280,0
14,7.5264e+06,7.67693e+07,4704,1600,3
