9,0
5,0
26,1
56,1
22,2
13,2
12,2
52,2
46,3
67,3
48,3
50,3
45,4
44,4
17,5
60,5
22,6
13,6
12,6
10,6
31,7
51,7
4,8
3,8
28,9
70,9
35,9
67,9
68,10
69,10
36,11
38,11
42,12
58,12
19,13
32,13
23,13
44,13
39,13
40,13
13,13
20,13
67,13
61,13
38,13
69,13
71,13
27,13
56,13
30,13
51,13
15,13
5,13
3,13
18,13
1,13
49,13
58,13
41,13
0,13
65,13
11,14
27,14
17,15
20,15
57,15
60,15
7,16
15,16
31,17
21,17
54,17
16,18
24,18
33,18
45,18
59,18
43,18
35,18
10,18
48,18
52,18
57,18
62,18
36,18
64,18
66,18
68,18
37,18
47,18
11,18
21,18
54,18
55,18
34,18
8,18
7,18
4,18
25,18
2,18
29,18
42,18
53,18
14,18
6,18
2,19
1,19
26,21
37,21
47,21
46,22
50,22
14,23
0,23
24,24
32,24
55,25
30,25
29,26
49,26
6,27
65,27
9,28
34,28
8,28
63,30
71,30
28,32
70,32
53,33
41,33
16,35
19,35
59,36
39,36
63,37
64,37
66,37
43,38
40,38
33,39
23,39
25,40
18,40
62,41
61,41
